CGD,ORF_ID,KEGG,Gene_Name,UNIPROT,Descripción1,Descripción2
C2_08120W_A,orf19.2173,CAALFM_C208120WA,MAF1,A0A1D8PI21,,Repressor of RNA polymerase III transcription MAF1
C2_06360C_A,orf19.5500,CAALFM_C206360CA,MAK16,Q59P36, Putative constituent of 66S pre-ribosomal particles,Protein MAK16
C3_04560W_A,orf19.5912,CAALFM_C304560WA,MAK21,Q5ANI8, Putative 66S pre-ribosomal particle subunit,RNA-binding ribosome biosynthesis protein
C1_01770W_A,orf19.4548,CAALFM_C101770WA,MAK32,A0A1D8PCJ7, Putative protein involved in the structural stability of L-A double-stranded RNA-containing particles,Mak32p
C2_05090W_A,orf19.3540,CAALFM_C205090WA,MAK5,-,,ATP-dependent RNA helicase MAK5 (EC 3.6.4.13)
CR_10790W_A,orf19.7668,CAALFM_CR10790WA,MAL2,-,,Oligo-1,6-glucosidase IMA1
C5_04930C_A,orf19.3981,CAALFM_C504930CA,MAL31,Q5AK39,,Maltose permease
C7_03930C_A,orf19.7187,CAALFM_C703930CA,MAM33,A0A1D8PRG4, Putative mitochondrial acidic matrix protein,Mam33p
C1_03300C_A,orf19.3026,CAALFM_C103300CA,MAS1,A0A1D8PCY8, Putative mitochondrial processing protease,Mas1p
C5_01640W_A,orf19.6295,CAALFM_C501640WA,MAS2,A0A1D8PN84, Putative processing peptidase, catalytic (alpha) subunit,Mitochondrial-processing protease subunit alpha
C1_01060W_A,orf19.3294,CAALFM_C101060WA,MBF1,-, Putative transcriptional coactivator,Multiprotein-bridging factor 1
C3_04110C_A,orf19.5855,CAALFM_C304110CA,MBP1,A0A1D8PJV0,,Transcription factor
C3_05190C_A,orf19.5995,CAALFM_C305190CA,MCA1,-, Putative cysteine protease with similarity to S. cerevisiae Mca1p,Metacaspase-1 (EC 3.4.22.-)
CR_10540C_A,orf19.7634,CAALFM_CR10540CA,MCD1,-,,#N/D
C1_12200W_A,orf19.5244,CAALFM_C112200WA,MCD4,-, Protein of major facilitator superfamily,GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)
CR_01740W_A,orf19.2570,CAALFM_CR01740WA,MCI4,-, Putative NADH-ubiquinone dehydrogenase,Mci4p
C7_00890C_A,orf19.7025,CAALFM_C700890CA,MCM1,-,,Transcription factor of morphogenesis MCM1
CR_03830C_A,orf19.4354,CAALFM_CR03830CA,MCM2,-, Phosphorylated protein of unknown function,DNA helicase (EC 3.6.4.12)
C2_07350W_A,orf19.1901,CAALFM_C207350WA,MCM3,A0A1D8PHW4, Putative DNA replication protein,DNA helicase (EC 3.6.4.12)
CR_02110W_A,orf19.2611,CAALFM_CR02110WA,MCM6,-, Putative MCM DNA replication initiation complex component,DNA helicase (EC 3.6.4.12)
C7_01750W_A,orf19.6550,CAALFM_C701750WA,MCP1,Q5AGY8,,Uncharacterized protein
C6_02040W_A,orf19.3507,CAALFM_C602040WA,MCR1,-, NADH-cytochrome-b5 reductase,NADH-cytochrome b5 reductase 2 (EC 1.6.2.2) (Mitochondrial cytochrome b reductase)
C2_07600C_A,orf19.1865,CAALFM_C207600CA,MCS7,A0A1D8PHY1, S. cerevisiae ortholog Mcs7 has a role in reciprocal meiotic recombination,Meiotic recombination directing protein
CR_05690W_A,orf19.6643,CAALFM_CR05690WA,MCT1,-,,[acyl-carrier-protein] S-malonyltransferase
C1_13520C_A,orf19.4983,CAALFM_C113520CA,MCU1,Q5AKZ4,,Mcu1p
C1_14290C_A,orf19.7239,CAALFM_C114290CA,MDG1,A0A1D8PFV7, Protein of unknown function,#N/D
CR_00540C_A,orf19.7481,CAALFM_CR00540CA,MDH1,-, Mitochondrial malate dehydrogenase,Kleisin alpha
C4_01900C_A,orf19.4602,CAALFM_C401900CA,MDH1-1,Q5AMP4, Predicted malate dehydrogenase precursor,Malate dehydrogenase (EC 1.1.1.37)
C2_10480W_A,orf19.5323,CAALFM_C210480WA,MDH1-3,Q5A5S6, Predicted malate dehydrogenase,Malate dehydrogenase (EC 1.1.1.37)
C5_03600W_A,orf19.6672,CAALFM_C503600WA,MDJ1,A0A1D8PNQ8, Putative member of the HSP40 (DnaJ) family of chaperones,Mdj1p
C2_05450C_A,orf19.3574,CAALFM_C205450CA,MDJ2,Q59ZE5,,Mdj2p
CR_02150W_A,orf19.2615,CAALFM_CR02150WA,MDL1,-, Putative mitochondrial, half-size MDR-subfamily ABC transporter,ATP-binding cassette permease
C6_03140C_A,orf19.5599,CAALFM_C603140CA,MDL2,A0A1D8PQ34, Putative mitochondrial, half-size MDR-subfamily ABC transporter,Mdl2p
C2_04800C_A,orf19.184,CAALFM_C204800CA,MDM10,-,,Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)
C1_06230C_A,orf19.1826,CAALFM_C106230CA,MDM34,-,,Mitochondrial distribution and morphology protein 34
C4_00970C_A,orf19.4697,CAALFM_C400970CA,MDN1,A0A1D8PL61, Putative midasin, a very large dynein-related AAA-type ATPase,Midasin
C6_03170C_A,orf19.5604,CAALFM_C603170CA,MDR1,-,,Multidrug resistance protein 1 (Benomyl resistance protein 1)
C3_07320W_A,orf19.6760,CAALFM_C307320WA,MDS3,-,,Negative regulator of sporulation MDS3
C3_04610W_A,orf19.5919,CAALFM_C304610WA,MEA1,Q5ANI4,,Mea1p
C5_04060C_A,orf19.1283,CAALFM_C504060CA,MEC1,-,,Serine/threonine-protein kinase MEC1 (EC 2.7.11.1) (ATR homolog) (DNA-damage checkpoint kinase MEC1) (Mitosis entry checkpoint protein 1)
C2_06220C_A,orf19.5485,CAALFM_C206220CA,MEC3,Q59P51,,Checkpoint protein
C2_03980C_A,orf19.826,CAALFM_C203980CA,MED1,Q5AHH0, RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)
C1_11980W_A,orf19.5268,CAALFM_C111980WA,MED10,-,,#N/D
C5_03160W_A,orf19.4348,CAALFM_C503160WA,MED14,-, RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)
C1_08270C_A,orf19.5105,CAALFM_C108270CA,MED15,A0A1D8PEC5,,Med15p
C7_03320C_A,orf19.1343,CAALFM_C703320CA,MED16,-, Putative RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)
C1_03530W_A,orf19.3055,CAALFM_C103530WA,MED17,-, Putative RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)
C2_09300W_A,orf19.4091,CAALFM_C209300WA,MED18,-, RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)
C6_01640W_A,orf19.3421.1,CAALFM_C601640WA,MED19,A0A1D8PPP5,,Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)
C4_02840C_A,orf19.2711.1,CAALFM_C402840CA,MED20,A0A1D8PLN4, Subunit of the RNA polymerase II mediator complex,Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)
CR_09760W_A,orf19.7548,CAALFM_CR09760WA,MED21,-,,Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21)
C1_01280C_A,orf19.3317,CAALFM_C101280CA,MED22,-,,Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)
C4_06050W_A,orf19.4415,CAALFM_C406050WA,MED3,A0A1D8PMH1, RNA polymerase II mediator complex subunit,Med3p
C2_07500C_A,orf19.1878,CAALFM_C207500CA,MED4,-,,Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)
CR_04950W_A,orf19.1808,CAALFM_CR04950WA,MED5,-, RNA polymerase II mediator complex subunit,Mediator of RNA polymerase II transcription subunit 5 (Mediator complex subunit 5)
C2_04530W_A,orf19.4497,CAALFM_C204530WA,MED8,-,,Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)
C7_04100C_A,orf19.7165,CAALFM_C704100CA,MED9,A0A1D8PRH8,,Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)
C1_07000W_A,orf19.6208,CAALFM_C107000WA,MEF2,-, Putative mitochondrial translation elongation factor,Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)
C3_02310W_A,orf19.1614,CAALFM_C302310WA,MEP1,A0A1D8PJF2,,Ammonium transporter
C4_00430W_A,orf19.5672,CAALFM_C400430WA,MEP2,Q59UP8,,Ammonium transporter
C5_04700C_A,orf19.3955,CAALFM_C504700CA,MES1,A0A1D8PP21, Cytoplasmic methionyl-tRNA synthetase,Methionine--tRNA ligase
C2_02940W_A,orf19.5811,CAALFM_C202940WA,MET1,A0A1D8PGS2,,Uroporphyrinogen-III C-methyltransferase
C2_09140C_A,orf19.4076,CAALFM_C209140CA,MET10,A0A1D8PIF6,,Sulfite reductase subunit alpha
C3_02950C_A,orf19.288,CAALFM_C302950CA,MET13,Q5AEI0, Putative methionine biosynthesis protein,Methylenetetrahydrofolate reductase (EC 1.5.1.20)
C5_00430W_A,orf19.946,CAALFM_C500430WA,MET14,Q5A500, Putative adenylylsulfate kinase,Adenylyl-sulfate kinase (EC 2.7.1.25)
C4_00200C_A,orf19.5645,CAALFM_C400200CA,MET15,Q59US5, O-acetylhomoserine O-acetylserine sulfhydrylase,Bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase
C4_07030W_A,orf19.3106,CAALFM_C407030WA,MET16,Q5A0Z0, Putative 3'-phosphoadenylsulfate reductase,Phosphoadenylyl-sulfate reductase (Thioredoxin)
C3_01450C_A,orf19.1706,CAALFM_C301450CA,MET18,A0A1D8PJ95, Putative protein with a predicted role in nucleotide excision repair (NER) and RNA polymerase II (RNAP II) transcription,Met18p (Fragment)
CR_02170W_A,orf19.2618,CAALFM_CR02170WA,MET2,-, Homoserine acetyltransferase,Homoserine O-acetyltransferase
C7_00730W_A,orf19.7046,CAALFM_C700730WA,MET28,A0A1D8PQN4,,Met28p
C1_13870W_A,orf19.5025,CAALFM_C113870WA,MET3,-, ATP sulfurlyase,Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)
C4_04000W_A,orf19.5312,CAALFM_C404000WA,MET4,Q5A5T7,,Met4p
CR_01620C_A,orf19.2551,CAALFM_CR01620CA,MET6,-, Essential 5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase (cobalamin-independent methionine synthase),5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)
C3_07210W_A,orf19.6780,CAALFM_C307210WA,MET8,Q5ADR1, Putative bifunctional dehydrogenase and ferrochelatase with a predicted role in siroheme biosynthesis,Bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase
C3_03790W_A,orf19.6938,CAALFM_C303790WA,MEU1,-, Putative methylthioadenosine phosphorylase,S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)
CR_04050C_A,orf19.488,CAALFM_CR04050CA,MEX67,-, Nuclear export protein,mRNA export factor MEX67
C2_08210C_A,orf19.2164.1,CAALFM_C208210CA,MFA1,A0A1D8PI68,,Mfa1p
C1_04050C_A,orf19.4481,CAALFM_C104050CA,MFALPHA,Q59QG8,,ATP-dependent 3'-5' DNA helicase
C2_08730W_A,orf19.3603,CAALFM_C208730WA,MFG1,-,,Morphogenetic regulator of filamentous growth protein 1
CR_01390W_A,orf19.2524,CAALFM_CR01390WA,MGE1,-, Putative mitochondrial matrix cochaperone,GrpE protein homolog
C4_03020W_A,orf19.2690,CAALFM_C403020WA,MGM1,Q5AFB7, Putative mitochondrial GTPase,Dynamin-related GTPase
C1_02660C_A,orf19.2956,CAALFM_C102660CA,MGM101,-, Putative mitochondrial genome maintenance protein,Mitochondrial genome maintenance protein MGM101
CR_05920C_A,orf19.6621,CAALFM_CR05920CA,MHP1,-, Protein similar to S. cerevisiae Mhp1p, which is involved in microtubule stabilization,Mhp1p
C1_02880C_A,orf19.2977,CAALFM_C102880CA,MIA40,-, Predicted component of the mitochondrial intermembrane space import machinery,HTH CENPB-type domain-containing protein
C5_03990W_A,orf19.3212,CAALFM_C503990WA,MID1,A0A1D8PNU4,,Mid1p
C6_02780C_A,orf19.5551,CAALFM_C602780CA,MIF2,A0A1D8PPZ7,,Mif2p
C5_02940C_A,orf19.4318,CAALFM_C502940CA,MIG1,A0A1D8PNL1, C2H2 transcription factor,Transcription factor
C2_10540W_A,orf19.5326,CAALFM_C210540WA,MIG2,Q5A5S3,,#N/D
C3_00800W_A,orf19.3071,CAALFM_C300800WA,MIH1,A0A1D8PJ05,,Putative tyrosine protein phosphatase
CR_04520W_A,orf19.542.2,CAALFM_CR04520WA,MIM1,-,,Mim1p
C1_10160W_A,orf19.4885,CAALFM_C110160WA,MIR1,Q5AP79, Putative mitochondrial phosphate transporter,Mir1p
CR_07010W_A,orf19.2364,CAALFM_CR07010WA,MIS11,-, Predicted mitochondrial C1-tetrahydrofolate synthase precursor,Trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase
CR_00080W_A,orf19.7534,CAALFM_CR00080WA,MIS12,-, Mitochondrial C1-tetrahydrofolate synthase precursor,Mis12p
C2_09150W_A,orf19.4077,CAALFM_C209150WA,MIT1,A0A1D8PIF7,,Mannosylinositol phosphorylceramide synthase catalytic subunit
CR_00120C_A,orf19.7523,CAALFM_CR00120CA,MKC1,-, MAP kinase,Mitogen-activated protein kinase MKC1 (MAP kinase MKC1) (EC 2.7.11.24)
C2_05780C_A,orf19.6889,CAALFM_C205780CA,MKK2,A0A1D8PHG7,,Mitogen-activated protein kinase kinase
CR_03090C_A,orf19.2416.1,CAALFM_CR03090CA,MLC1,-, Microtubule-dependent localized protein,Mlc1p
C4_00790C_A,orf19.4162,CAALFM_C400790CA,MLH1,Q59SL0,,Mismatch repair ATPase
C1_14400C_A,orf19.7257,CAALFM_C114400CA,MLH3,A0A1D8PFX1,,#N/D
C4_01060W_A,orf19.4683,CAALFM_C401060WA,MLP1,A0A1D8PL86, Protein of unknown function,Mlp1p
C1_09690W_A,orf19.4833,CAALFM_C109690WA,MLS1,Q5APD2, Malate synthase,Malate synthase (EC 2.3.3.9)
C1_08210C_A,orf19.5100,CAALFM_C108210CA,MLT1,-, Vacuolar membrane transporter,Multiple drug resistance-associated protein-like transporter 1 (MRP-like transporter 1) (Vacuolar multi-drug resistance ABC transporter MTL1)
C1_06900C_A,orf19.6220.3,CAALFM_C106900CA,MMD1,A0A1D8PDX5, Mitochondrial protein,Isoleucine biosynthesis protein
C3_06200C_A,orf19.7413,CAALFM_C306200CA,MMS21,A0A1D8PKF6,,SUMO ligase
C3_01110C_A,orf19.2513,CAALFM_C301110CA,MNE1,A0A1D8PJ62,,Uncharacterized protein
CR_07450C_A,orf19.6121,CAALFM_CR07450CA,MNL1,-,,Transcriptional regulator MNL1 (MSN2- and MSN4-like protein 1)
C5_02630C_A,orf19.4279,CAALFM_C502630CA,MNN1,-,,Putative alpha-1,3-mannosyltransferase MNN1 (EC 2.4.1.-)
C4_00310C_A,orf19.5658,CAALFM_C400310CA,MNN10,Q59UR2,,Alpha-1,6-mannosyltransferase
C1_02400C_A,orf19.2927,CAALFM_C102400CA,MNN11,A0A1D8PCR3,,Uncharacterized protein
C1_10300W_A,orf19.4900,CAALFM_C110300WA,MNN12,-,,Putative alpha-1,3-mannosyltransferase MNN12 (EC 2.4.1.-)
C5_02570W_A,orf19.4270,CAALFM_C502570WA,MNN13,-,,Putative alpha-1,3-mannosyltransferase MNN13 (EC 2.4.1.-)
C3_05610W_A,orf19.6996,CAALFM_C305610WA,MNN14,-,,Putative alpha-1,3-mannosyltransferase MNN14 (EC 2.4.1.-)
C1_04900W_A,orf19.753,CAALFM_C104900WA,MNN15,-,,Putative alpha-1,3-mannosyltransferase MNN15 (EC 2.4.1.-)
C1_10720C_A,orf19.2347,CAALFM_C110720CA,MNN2,-, Alpha-1,2-mannosyltransferase,Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)
CR_05300C_A,orf19.1011,CAALFM_CR05300CA,MNN21,-,,Alpha-1,2-mannosyltransferase MNN21 (EC 2.4.1.-)
C4_04770C_A,orf19.3803,CAALFM_C404770CA,MNN22,-,,Alpha-1,2-mannosyltransferase MNN22 (EC 2.4.1.-)
C1_10070C_A,orf19.4874,CAALFM_C110070CA,MNN23,-,,#N/D
C2_01300C_A,orf19.1995,CAALFM_C201300CA,MNN24,-,,Alpha-1,2-mannosyltransferase MNN24 (EC 2.4.1.-)
C7_03600W_A,orf19.6692,CAALFM_C703600WA,MNN26,-, Putative alpha-1,2-mannosyltransferase,Alpha-1,2-mannosyltransferase MNN26 (EC 2.4.1.-)
C4_06540W_A,orf19.2881,CAALFM_C406540WA,MNN4,A0A1D8PMM6,,Mnn4p
C2_03710W_A,orf19.849,CAALFM_C203710WA,MNN41,A0A1D8PGW8,,Uncharacterized protein
C2_03690C_A,orf19.851,CAALFM_C203690CA,MNN42,Q5AHE5,,Uncharacterized protein
C1_02670C_A,orf19.2957,CAALFM_C102670CA,MNN43,A0A1D8PCT5,,U4/U6-U5 snRNP complex subunit
C1_02680C_A,orf19.2958,CAALFM_C102680CA,MNN44,A0A1D8PCT7,,Uncharacterized protein
C6_02830W_A,orf19.5557,CAALFM_C602830WA,MNN4-4,A0A1D8PQ19,,Mnn4-4p
C4_06990W_A,orf19.3110,CAALFM_C406990WA,MNN46,A0A1D8PMQ3,,Uncharacterized protein
C1_09130W_A,orf19.4771,CAALFM_C109130WA,MNN47,A0A1D8PEJ0,,Uncharacterized protein
C3_06020W_A,orf19.7383,CAALFM_C306020WA,MNN9,-, Protein of N-linked outer-chain mannan biosynthesis,Mannan polymerase complex subunit MNN9
C4_00400W_A,orf19.5667,CAALFM_C400400WA,MNR2,Q59UQ3,,Putative Mg(2+) transporter
C1_03730C_A,orf19.1036,CAALFM_C103730CA,MNS1,A0A1D8PD38, Alpha-1,2-mannosidase,alpha-1,2-Mannosidase (EC 3.2.1.-)
C3_01810C_A,orf19.1665,CAALFM_C301810CA,MNT1,-, Alpha-1,2-mannosyl transferase,Glycolipid 2-alpha-mannosyltransferase 1 (EC 2.4.1.-) (Alpha-1,2-mannosyltransferase 1)
C3_01830C_A,orf19.1663,CAALFM_C301830CA,MNT2,-, Alpha-1,2-mannosyl transferase,Glycolipid 2-alpha-mannosyltransferase 2 (EC 2.4.1.-) (Alpha-1,2-mannosyltransferase 2)
CR_05290W_A,orf19.1010,CAALFM_CR05290WA,MNT3,-,,Probable mannosyltransferase MNT3 (EC 2.4.1.-)
CR_04800W_A,orf19.6313,CAALFM_CR04800WA,MNT4,-,,Putative alpha-1,3-mannosyltransferase MNT4 (EC 2.4.1.-)
C6_02590C_A,orf19.5528,CAALFM_C602590CA,MOB1,Q5AC22, Putative mitotic exit network component,Mob1p
C1_00620W_A,orf19.6044,CAALFM_C100620WA,MOB2,-,,CBK1 kinase activator protein MOB2
C1_13910C_A,orf19.5029,CAALFM_C113910CA,MODF,Q5AKU8,,#N/D
C4_03430W_A,orf19.3369,CAALFM_C403430WA,MOH1,A0A1D8PLT8,,Moh1p
C1_13120C_A,orf19.4939,CAALFM_C113120CA,MON2,A0A1D8PFK4, Peripheral membrane protein,Mon2p
C2_10030C_A,orf19.1779,CAALFM_C210030CA,MP65,-, Cell surface mannoprotein,Cell surface mannoprotein MP65 (EC 3.2.1.-) (Mannoprotein of 65 kDa) (Soluble cell wall protein 10)
C4_06190C_A,orf19.2919,CAALFM_C406190CA,MPH1,-, Protein similar to S. cerevisiae Mph1p, which is a DNA helicase involved in DNA repair,ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1)
C2_00070C_A,orf19.1915,CAALFM_C200070CA,MPP10,A0A1D8PFZ9, Putative SSU processome and 90S preribosome component,U3 small nucleolar ribonucleoprotein protein MPP10
C5_01700W_A,orf19.3205,CAALFM_C501700WA,MPRL36,Q59YH5, Mitochondrial ribosomal protein of the large subunit,Mitochondrial 54S ribosomal protein YmL36
CR_08960C_A,orf19.7293,CAALFM_CR08960CA,MPS1,-,,Serine/threonine/tyrosine protein kinase
C1_13570W_A,orf19.4991,CAALFM_C113570WA,MPT5,A0A1D8PFN4,,Mpt5p
C7_01340W_A,orf19.6915,CAALFM_C701340WA,MRE11,A0A1D8PQT2,,Double-strand break repair protein
C1_11700C_A,orf19.1149,CAALFM_C111700CA,MRF1,Q59TU5, Putative mitochondrial respiratory protein,Mrf1p
C5_00420C_A,orf19.947,CAALFM_C500420CA,MRP17,Q5A4Z9, Predicted mitochondrial ribosomal protein,Mitochondrial 37S ribosomal protein YmS16
C5_05290C_A,orf19.4023,CAALFM_C505290CA,MRP2,Q5AJZ7, Protein similar to S. cerevisiae Mrp2p, which is a component of the small subunit of the mitochondrial ribosome,Mitochondrial 37S ribosomal protein MRP2
C1_01600W_A,orf19.3350,CAALFM_C101600WA,MRP20,A0A1D8PCJ1, Component of mitochondrial ribosome,Uncharacterized protein
C7_03790W_A,orf19.7203,CAALFM_C703790WA,MRP7,A0A1D8PRG0, Mitochondrial ribosomal protein of the large subunit,Mitochondrial 54S ribosomal protein YmL2
C4_04430W_A,orf19.3844,CAALFM_C404430WA,MRP8,Q5A646, Mitochondrial ribosomal protein,Mrp8p
C2_05000C_A,orf19.3532,CAALFM_C205000CA,MRPL10,Q59ZI7, Putative mitochondrial large subunit ribosomal protein,Mitochondrial 54S ribosomal protein YmL10/YmL18
C1_06790C_A,orf19.6231,CAALFM_C106790CA,MRPL19,Q5AAS9, Putative ribosomal protein,Mitochondrial 54S ribosomal protein YmL19
C1_03650C_A,orf19.3064,CAALFM_C103650CA,MRPL27,Q5AHY8, Putative 60S ribosomal protein L27, mitochondrial precursor,Uncharacterized protein
C1_07910C_A,orf19.5064,CAALFM_C107910CA,MRPL3,Q5A798, Ribosomal protein of the large subunit, mitochondrial,Mitochondrial 54S ribosomal protein YmL3
C3_01080W_A,orf19.2511.1,CAALFM_C301080WA,MRPL33,A0A1D8PJ23, Putative mitochondrial ribosomal protein of the large subunit,Mitochondrial 54S ribosomal protein YmL33
C1_04880C_A,orf19.755,CAALFM_C104880CA,MRPL37,Q59VH8,,Mitochondrial 54S ribosomal protein YmL37
CR_04010C_A,orf19.484,CAALFM_CR04010CA,MRPL40,-, Putative mitochondrial ribosomal protein,Mitochondrial 54S ribosomal protein YmL40
CR_00480W_A,orf19.7486,CAALFM_CR00480WA,MRPL6,-,,Mitochondrial 54S ribosomal protein YmL16
CR_07390C_A,orf19.6129,CAALFM_CR07390CA,MRPL8,-, Mitochondrial 60S ribosomal protein subunit,Mitochondrial 54S ribosomal protein YmL8
C1_12340C_A,orf19.5230,CAALFM_C112340CA,MRPS9,-, Mitochondrial ribosomal protein S9,37S ribosomal protein S9, mitochondrial
C3_05920W_A,orf19.7372,CAALFM_C305920WA,MRR1,-,,Multidrug resistance regulator 1
C3_07860C_A,orf19.6182,CAALFM_C307860CA,MRR2,-,,multidrug resistance regulator 2
CR_01960C_A,orf19.2597,CAALFM_CR01960CA,MRS2,-,,Mitochondrial inner membrane magnesium transporter MRS2 (RNA-splicing protein MRS2)
C2_08070C_A,orf19.2178,CAALFM_C208070CA,MRS4,Q5A2T7, Mitochondrial carrier family member, involved in iron homeostasis,Fe(2+) transporter
C1_01320W_A,orf19.3321,CAALFM_C101320WA,MRS7,A0A1D8PCG9, Member of the LETM1-like protein family, mitochondrial membrane protein,Mrs7p
C6_02770W_A,orf19.5550,CAALFM_C602770WA,MRT4,Q5AC00, Putative mRNA turnover protein,Ribosome assembly factor mrt4
C4_00980C_A,orf19.4691,CAALFM_C400980CA,MRV1,A0A1D8PL62,,Mrv1p
C5_04190W_A,orf19.3902,CAALFM_C504190WA,MRV2,A0A1D8PNW4,,Mrv2p
C5_04200W_A,orf19.3903,CAALFM_C504200WA,MRV3,Q5AKB7,,Mrv3p
C5_04210C_A,orf19.3904,CAALFM_C504210CA,MRV4,Q5AKB6,,Mrv4p
C5_04220W_A,orf19.3905,CAALFM_C504220WA,MRV5,A0A1D8PNX0,,Mrv5p
C5_04230W_A,orf19.3906,CAALFM_C504230WA,MRV6,A0A1D8PNW7,,Mrv6p
C5_04250W_A,orf19.3908,CAALFM_C504250WA,MRV8,A0A1D8PNW2,,Mrv8p
C1_03710C_A,orf19.1133,CAALFM_C103710CA,MSB1,A0A1D8PD52,,Msb1p
C2_01780W_A,orf19.1490,CAALFM_C201780WA,MSB2,A0A1D8PGF8,,Msb2p
C2_00850W_A,orf19.2039,CAALFM_C200850WA,MSF1,Q5AD28, Putative phenylalanine-tRNA ligase,Phenylalanine--tRNA ligase
C4_07120C_A,orf19.3093,CAALFM_C407120CA,MSH2,Q5A102, Putative DNA mismatch repair factor,Mismatch repair ATPase
C2_08680W_A,orf19.3608,CAALFM_C208680WA,MSH3,-,,DNA mismatch repair protein MSH3 (MutS protein homolog 3)
C1_13170C_A,orf19.4945,CAALFM_C113170CA,MSH6,A0A1D8PFM1, Protein similar to S. cerevisiae Msh6p, which is involved in mismatch repair,#N/D
C1_06100C_A,orf19.2435,CAALFM_C106100CA,MSI3,-, Essential HSP70 family protein,Heat shock protein homolog SSE1 (Chaperone protein MSI3)
C7_01870W_A,orf19.6533,CAALFM_C701870WA,MSK1,A0A1D8PQY7, Putative mitochondrial lysine-tRNA synthetase,Lysine--tRNA ligase
C5_04650C_A,orf19.3950,CAALFM_C504650CA,MSM1,A0A1D8PP08, Mitochondrial methionyl-tRNA synthetase (MetRS),Methionine--tRNA ligase
C1_08940C_A,orf19.4752,CAALFM_C108940CA,MSN4,-,,#N/D
C4_03280W_A,orf19.2665,CAALFM_C403280WA,MSN5,A0A1D8PLT4, Predicted karyopherin involved in nuclear import and export of proteins,Karyopherin
C1_12160W_A,orf19.5248,CAALFM_C112160WA,MSO1,Q5A3M2, Putative secretory protein involved in S. cerevisiae sporulation,#N/D
CR_04840C_A,orf19.6309,CAALFM_CR04840CA,MSS11,-,,Transcription activator MSS11
C1_08810C_A,orf19.4739,CAALFM_C108810CA,MSS116,-, Putative DEAD-box protein,ATP-dependent RNA helicase MSS116, mitochondrial (EC 3.6.4.13)
C5_05090W_A,orf19.4001,CAALFM_C505090WA,MSS2,A0A1D8PP45,,Uncharacterized protein
C3_01160W_A,orf19.3153,CAALFM_C301160WA,MSS4,A0A1D8PJ31,,1-phosphatidylinositol-4-phosphate 5-kinase
CR_10010C_A,orf19.7577,CAALFM_CR10010CA,MSS51,-, Putative mRNA maturation factor,#N/D
C1_02930C_A,orf19.2984,CAALFM_C102930CA,MST1,A0A1D8PCV0, Protein of unknown function,MFS domain-containing protein
C2_08550C_A,orf19.3624,CAALFM_C208550CA,MSU1,A0A1D8PI61, Protein of unknown function,Msu1p
C5_02770W_A,orf19.4299,CAALFM_C502770WA,MSW1,Q5AG80,,Tryptophan--tRNA ligase
CR_03380W_A,orf19.2384,CAALFM_CR03380WA,MTG1,-,,Putative GTPase
CR_05620C_A,orf19.6653,CAALFM_CR05620CA,MTG2,-,,Putative GTPase
C5_01740C_A,orf19.3201,CAALFM_C501740CA,MTLA1,-,,Mating-type-like protein A1 (MTLa1 protein)
C5_01750C_A,orf19.3200,CAALFM_C501750CA,MTLA2,-,,Mating-type-like protein A2 (MTLa2 protein)
C5_01755C_B,Masterregulatoractivator,CAALFM_C501755CB,MTLALPHA1,-,,#N/D
